Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,Head_Yaw_dof,Head_Pitch_dof,Left_Shoulder_Pitch_dof,Left_Shoulder_Roll_dof,Left_Elbow_Pitch_dof,Left_Elbow_Yaw_dof,Right_Shoulder_Pitch_dof,Right_Shoulder_Roll_dof,Right_Elbow_Pitch_dof,Right_Elbow_Yaw_dof,Left_Hip_Pitch_dof,Left_Hip_Roll_dof,Left_Hip_Yaw_dof,Left_Knee_Pitch_dof,Left_Ankle_Pitch_dof,Left_Ankle_Roll_dof,Right_Hip_Pitch_dof,Right_Hip_Roll_dof,Right_Hip_Yaw_dof,Right_Knee_Pitch_dof,Right_Ankle_Pitch_dof,Right_Ankle_Roll_dof
10,-60.55715560913086,-58.36509323120117,55.052113231625064,-0.28542654323248035,4.48447162163021,-144.88897884121286,0.0,0.0,44.906715,-61.74193,-30.651411,-62.43743,-5.4419885,53.449333,0.9407922,29.75445,-7.233817,0.3889894,-0.20287411,8.9084835,-6.1045294,-0.11370994,-7.1507435,0.18905056,-0.19114503,8.862573,-6.1409907,0.08682178
11,-60.55715560913086,-58.36509323120117,55.052147884466706,-0.28542654323248035,4.48447162163021,-144.88897884121286,0.0,0.0,44.906715,-61.74193,-30.651411,-62.43743,-5.4419885,53.449333,0.9407922,29.75445,-7.233817,0.3889894,-0.20287411,8.9084835,-6.1045294,-0.11370994,-7.1507435,0.18905056,-0.19114503,8.862573,-6.1409907,0.08682178
12,-60.55715560913086,-58.36509323120117,55.052698440892115,-0.28542654323248035,4.48447162163021,-144.88897884121286,0.0,0.0,44.906715,-61.74193,-30.651411,-62.43743,-5.4419885,53.449333,0.9407922,29.75445,-7.233817,0.3889894,-0.20287411,8.9084835,-6.1045294,-0.11370994,-7.1507435,0.18905056,-0.19114503,8.862573,-6.1409907,0.08682178
13,-60.55715560913086,-58.36509323120117,55.05660512882724,-0.28542654323248035,4.48447162163021,-144.88897884121286,0.0,0.0,44.906715,-61.74193,-30.651411,-62.43743,-5.4419885,53.449333,0.9407922,29.75445,-7.233817,0.3889894,-0.20287411,8.9084835,-6.1045294,-0.11370994,-7.1507435,0.18905056,-0.19114503,8.862573,-6.1409907,0.08682178
14,-60.55715560913086,-58.36509323120117,55.073385660424094,-0.28542654323248035,4.48447162163021,-144.88897884121286,0.0,0.0,44.906715,-61.74193,-30.651411,-62.43743,-5.4419885,53.449333,0.9407922,29.75445,-7.233817,0.3889894,-0.20287411,8.9084835,-6.1045294,-0.11370994,-7.1507435,0.18905056,-0.19114503,8.862573,-6.1409907,0.08682178
15,-60.55878448486328,-58.36720275878906,55.147711696857954,-0.278936831960282,4.602651877778265,-144.8242004836202,0.0,0.0,44.671337,-61.519516,-30.3747,-62.382175,-5.598143,53.40994,1.1844386,30.042421,-7.4340816,0.3792308,-0.218806,8.921323,-5.965112,-0.14387238,-7.0916014,0.16811454,-0.3056109,8.874269,-5.960959,0.17831275
16,-60.562469482421875,-58.37217712402344,55.32661887294779,-0.26654125914511523,4.99517810989287,-144.62012962116435,0.0,0.0,43.965683,-60.876373,-29.54329,-62.33307,-6.7178855,53.29587,2.2527661,30.308249,-8.081418,0.35703394,-0.2795167,8.957583,-5.5373607,-0.23337424,-6.961933,0.117602296,-0.6580181,8.906271,-5.4174957,0.447313
17,-60.561771392822266,-58.37114334106445,55.61841578884435,-0.30682084335590676,5.980403681648197,-144.22784965368774,0.0,0.0,42.143776,-59.414227,-27.754946,-62.23953,-9.573091,53.095917,4.631566,30.768436,-9.56823,0.39037797,-0.4529223,9.010576,-4.7445927,-0.39196667,-7.13316,0.12416734,-1.3016633,8.924019,-4.4517646,0.86403906
18,-60.565006256103516,-58.37456512451172,56.00067298903795,-0.3153931659153474,7.173101695101583,-143.71949391802644,0.0,0.0,39.87219,-57.748817,-25.415342,-62.154766,-13.241379,53.03254,7.7096663,31.158512,-11.4045315,0.3678169,-0.6589708,9.086866,-3.7042944,-0.5811238,-7.2015886,0.10018084,-2.136836,8.9720955,-3.1739583,1.4369186
19,-60.56966781616211,-58.37860107421875,56.44336033752394,-0.30193415287296144,8.644410032278437,-143.0874956045212,0.0,0.0,36.89611,-55.860542,-22.330542,-62.081036,-17.95281,53.24481,11.612378,31.49923,-13.668626,0.29405612,-0.91683567,9.180588,-2.4127855,-0.7884453,-7.281514,0.08135406,-3.1581476,9.0379505,-1.5936924,2.1395855
20,-60.57404327392578,-58.379947662353516,56.90376652018843,-0.2770260857054188,10.53275221725089,-142.32464885729087,0.0,0.0,32.864536,-53.760246,-18.310076,-61.976013,-23.73144,53.94422,16.209322,31.917896,-16.522327,0.17350611,-1.2476702,9.300144,-0.867485,-1.0012512,-7.5885496,0.10674087,-4.3574185,9.137007,0.26808256,2.9400117
21,-60.58177185058594,-58.38357162475586,57.35330897683443,-0.1880034362972373,12.484673117701252,-141.48747263212957,0.0,0.0,28.281118,-51.93302,-13.608082,-61.88744,-29.807278,55.22304,21.045355,32.268696,-19.499332,-0.0601376,-1.5831745,9.42078,0.8283984,-1.1857765,-7.7464695,0.13155232,-5.6460347,9.235082,2.3262782,3.8288844
22,-60.59186935424805,-58.3872184753418,57.75089271519646,-0.038485949714988525,14.575621105439048,-140.5740901273844,0.0,0.0,23.024565,-50.45471,-8.212778,-61.817757,-36.121693,57.177258,25.925024,32.569923,-22.678541,-0.4032697,-1.9288884,9.549519,2.6526258,-1.3297454,-7.9130144,0.17880556,-7.0051465,9.348957,4.53671,4.7752204
23,-60.60442352294922,-58.390663146972656,58.06207870827879,0.17946852915452818,16.75328493413672,-139.6016473099125,0.0,0.0,17.255322,-49.492374,-2.303936,-61.767727,-42.355846,59.790672,30.541876,32.832287,-26.200443,-0.869721,-2.2613893,10.084444,4.378162,-1.4196756,-8.092189,0.2495417,-8.39446,9.476022,6.8395514,5.7535567
24,-60.619144439697266,-58.39365005493164,58.25859539409669,0.46907285179110836,18.95832759177005,-138.58857693198874,0.0,0.0,11.230192,-49.154247,3.8454313,-61.736862,-48.25366,62.952534,34.662468,33.063503,-30.794428,-1.495591,-2.5321877,12.483793,5.3110585,-1.4458706,-8.2853155,0.3412496,-9.775077,9.618131,9.169552,6.7388387
25,-60.635894775390625,-58.395408630371094,58.32718451492944,0.8281950176637443,21.13093177733413,-137.5548365338108,0.0,0.0,5.259331,-49.46164,9.9100485,-61.72342,-53.648384,66.47323,38.15161,33.269714,-35.162674,-2.2121706,-2.7324805,14.594169,6.3378234,-1.4127698,-9.857906,0.17041513,-11.112239,12.247708,10.382022,7.7174807
26,-60.65389633178711,-58.396507263183594,58.27628188059954,1.2468916834356005,23.212180376391295,-136.52206321145167,0.0,0.0,-0.35741928,-50.34367,15.579377,-61.724506,-58.4524,70.106224,40.967052,33.4579,-39.254406,-2.9880729,-2.8535302,16.47621,7.3763,-1.3261161,-11.192828,-0.0004914612,-12.369819,14.457336,11.682875,8.655811
27,-60.67256164550781,-58.3974609375,58.129036640029256,1.708276097880703,25.14525707731698,-135.514937214132,0.0,0.0,-5.386524,-51.65482,20.616344,-61.737064,-62.630093,73.57846,43.136585,33.63593,-43.004623,-3.7850688,-2.897074,18.15514,8.363723,-1.1974728,-12.357328,-0.17441583,-13.521397,16.372858,12.953114,9.531288
28,-60.69057083129883,-58.39787673950195,57.917364052834614,2.1877072656238923,26.87830405015874,-134.5627571932983,0.0,0.0,-9.683722,-53.206154,24.881298,-61.7578,-66.17076,76.64441,44.73173,33.814957,-46.33157,-4.55965,-2.8764424,19.609652,9.264428,-1.0434176,-13.364513,-0.34525326,-14.544171,18.018557,14.124788,10.320987
29,-60.70692443847656,-58.39789962768555,57.67406343440915,2.653056833037967,28.365088389376158,-133.7014767303931,0.0,0.0,-13.184406,-54.79758,28.320677,-61.78375,-69.06835,79.146614,45.84584,34.005516,-49.161125,-5.267457,-2.8121004,20.81951,10.047773,-0.88251275,-14.208163,-0.5026209,-15.416901,19.386765,15.149104,11.0029
30,-60.72078323364258,-58.39789962768555,57.419774196602035,3.067219000572585,29.56599752588868,-132.97266195039694,0.0,0.0,-15.876614,-56.242992,30.937498,-61.81213,-71.314064,81.03396,46.5781,34.209545,-51.438915,-5.8663497,-2.7267678,21.785658,10.680057,-0.7336103,-14.884146,-0.63750786,-16.118927,20.475292,15.982686,11.557199
31,-60.73122787475586,-58.39769744873047,57.13337383727411,3.393661056831503,30.45132117139668,-132.4173511109812,0.0,0.0,-17.77555,-57.387424,32.763454,-61.8404,-72.89801,82.32209,47.0212,34.42448,-53.107994,-6.3195415,-2.6449075,22.481785,11.147724,-0.61399275,-15.380159,-0.73909223,-16.633064,21.261286,16.601263,11.9659815
32,-60.73769760131836,-58.397525787353516,56.73583846681245,3.601987158894023,30.998559863282086,-132.06985443434843,0.0,0.0,-18.903915,-58.11716,33.836292,-61.865875,-73.80931,83.04197,47.248974,34.636597,-54.131516,-6.600552,-2.586645,22.900845,11.435712,-0.5369011,-15.68914,-0.8013537,-16.946117,21.736286,16.982744,12.21618
33,-60.73991775512695,-58.397483825683594,56.19804480411611,3.6742025994049436,31.17611420492423,-131.95200430487722,0.0,0.0,-19.260609,-58.35716,34.179688,-61.880432,-74.06276,83.249466,47.313656,34.76943,-54.4666,-6.6964536,-2.564922,23.039099,11.532304,-0.5098958,-15.782317,-0.8223272,-17.05082,21.88925,17.113335,12.3009615
34,-63.807552337646484,-61.24808120727539,55.80523586916573,2.7376660212460697,29.698978181058152,-132.92797266466889,0.0,0.0,-23.892874,-59.46064,35.996113,-61.93949,-63.720272,82.16682,41.8385,34.947918,-44.46704,-8.537314,-0.0722873,9.396746,11.366828,-0.98872775,-28.886583,-6.724059,-13.979734,51.582275,17.612743,10.850482
35,-66.50695037841797,-64.11038970947266,54.860303235690765,3.581275152384201,27.75033842702068,-132.76390154102577,0.0,0.0,-35.593296,-61.546906,42.990387,-62.049404,-53.59228,79.93849,37.486748,34.99542,-38.745525,-10.871904,4.277173,9.306098,6.0122313,2.3440678,-47.56461,-15.260809,-9.332465,80.194374,15.078855,3.099116
36,-68.97562408447266,-67.25904083251953,53.74744038896472,4.318362506259802,27.73375635691879,-133.53700071779585,0.0,0.0,-51.621807,-65.91355,51.144882,-62.445793,-42.313995,75.319275,31.88407,34.764656,-31.903423,-12.37613,6.611743,9.745938,-2.9539099,5.9101944,-72.6985,-17.943747,0.49262583,100.41427,16.443169,-3.2521183
37,-71.73672485351562,-70.7749252319336,52.85514790596115,4.257231180706796,29.62946214785302,-136.46765688051582,0.0,0.0,-68.536095,-71.035,59.301304,-62.88231,-31.906588,69.81602,27.293581,34.35487,-24.672043,-11.796761,5.2898645,9.940273,-11.542458,6.4574833,-94.47414,-11.117405,7.840058,106.74321,19.767042,-2.6942089
38,-74.46672821044922,-74.3468246459961,52.39202523701191,2.8264451263804635,30.993833699056783,-140.96463227013888,0.0,0.0,-83.99023,-73.27417,63.276066,-63.367664,-22.796455,63.278496,21.309744,34.044384,-18.356668,-9.8642025,2.5757158,9.447461,-14.791691,2.7431183,-103.11888,-5.120782,7.4375362,92.82,19.767042,-1.0299605
39,-77.4417724609375,-77.84918212890625,52.398271094908246,3.8975120110678554,30.966029845382202,-143.33726798240423,0.0,0.0,-92.29374,-73.38842,66.68549,-63.562176,-14.816527,57.157246,14.295843,33.921497,-10.723426,-8.9185295,7.136036,9.057416,-10.84328,-1.7208475,-95.98105,-1.5978171,8.929604,62.680214,19.767042,4.38192
40,-81.07129669189453,-81.58782196044922,52.44840306881244,5.881105278964323,29.206634435863762,-144.02709446636862,0.0,0.0,-89.06127,-69.467155,66.719284,-63.575085,-9.546055,52.76008,9.301216,33.88468,-2.7073839,-9.801111,8.581759,8.783256,-2.2375815,-4.7369256,-84.91269,-2.1135573,12.177855,38.544903,19.767042,9.818067
41,-84.93952941894531,-85.16028594970703,52.449848997102734,7.664117070603251,26.79302610016136,-144.62761530639162,0.0,0.0,-71.539116,-60.959053,61.3133,-63.413414,-9.718125,49.92964,7.7504697,33.93077,4.056196,-10.907931,8.643148,9.201457,6.6027718,-5.8340926,-77.42447,-2.8910947,14.02744,32.53815,19.767042,13.427709
42,-88.35140991210938,-89.11831665039062,52.818127293968566,7.445762132563234,26.122222391703946,-147.11480027242433,0.0,0.0,-46.88588,-52.977695,51.291687,-63.10572,-17.367456,48.743137,13.0359535,34.01647,-5.3227706,-8.2461605,12.524626,32.085835,5.002414,-3.2783475,-67.838264,-2.3635058,11.45177,28.506077,19.767042,11.486468
43,-91.07839965820312,-92.91790008544922,52.96798101180195,6.330935439340917,25.250261972541484,-149.00661289011612,0.0,0.0,-31.566326,-47.20835,42.407944,-62.33866,-25.408245,50.62647,18.911022,34.112007,-13.996202,-2.5092375,18.547188,51.0556,1.8963314,-0.23528418,-59.371075,-1.2828423,7.4131684,22.181604,19.767042,6.9010167
44,-93.28682708740234,-96.30567169189453,52.67213963589856,5.120221348619322,25.098072640365043,-149.06499114937856,0.0,0.0,-22.861101,-40.031788,32.37517,-61.649345,-34.12843,55.756477,26.359123,34.178616,-24.042603,3.2108073,19.701635,69.72945,0.7932813,1.9538871,-60.83682,0.035039306,3.3491166,33.187366,8.823987,1.6571748
45,-94.9947738647461,-99.24639129638672,52.07841175672935,4.59102115632393,24.411869786143228,-147.50813674121986,0.0,0.0,-0.64200616,-27.828417,-5.3354406,-61.362343,-45.52406,64.278145,34.012875,34.297672,-33.864777,6.3077307,18.665157,84.15192,0.2756427,3.9005,-60.319714,-0.6969574,-0.6988081,42.565292,-3.3433788,-2.6551526
46,-96.26395416259766,-101.94326782226562,51.537052549823855,4.840252884201436,24.024891582362674,-144.71168550607607,0.0,0.0,31.831228,-27.411102,-70.1195,-61.05402,-57.35684,75.54984,41.418934,34.520123,-44.66647,8.093003,18.354229,94.42772,-1.4307818,5.8765306,-56.90863,-3.4876733,-6.4885974,47.69565,-16.79753,-5.5188594
47,-97.22270202636719,-104.70314025878906,51.49833751827687,4.575849987475431,24.519978247989137,-141.9978535098662,0.0,0.0,36.826477,-29.309895,-87.15975,-61.182087,-62.880417,81.60365,46.42555,34.80875,-54.774757,7.8477263,15.776463,98.89816,-2.3136508,7.319607,-53.84645,-6.247669,-10.048857,49.771713,-22.330015,-5.449636
48,-98.04460906982422,-107.5969467163086,52.06917995431151,4.378709700926625,24.87517088382054,-138.52467723519763,0.0,0.0,39.090454,-30.9997,-92.1674,-61.995655,-65.83123,83.920006,49.72235,35.882576,-65.69585,5.7805424,12.387858,100.28497,-2.1836495,7.6428285,-47.043198,-8.584432,-14.5437565,46.3578,-25.120466,-4.0020013
49,-98.923583984375,-110.73250579833984,53.12195713417945,5.106831089850696,24.423068438070253,-133.817572822785,0.0,0.0,39.758083,-33.22776,-93.360435,-62.835953,-67.866844,84.90145,55.46503,36.696556,-75.38575,1.0401163,8.720952,96.34573,-2.4936585,10.096543,-35.138664,-9.228406,-22.256008,36.251198,-24.284906,-0.79579425
50,-99.98255920410156,-114.19056701660156,54.32549817272107,6.212203673969922,23.818701678087105,-127.96280404953589,0.0,0.0,38.694885,-36.272278,-92.951225,-63.658062,-69.24072,84.322845,58.551884,36.950874,-80.773026,-5.025451,6.8845997,87.43054,-2.0873435,11.519436,-22.182112,-6.638935,-28.586073,22.43994,-17.132711,4.719338
51,-101.23809814453125,-117.94917297363281,55.25226620928616,6.330495620688349,23.150162766917713,-124.37728950704545,0.0,0.0,39.35673,-40.230488,-92.06483,-64.41134,-70.62629,83.849525,61.382496,36.896,-80.94783,-10.577827,4.3613305,74.95868,0.5414638,9.590722,-11.419665,-2.9087217,-32.79139,10.078538,-8.737271,9.194233
52,-102.6545639038086,-121.81182098388672,55.71729013368406,6.14295992830779,22.307792966606097,-121.23078589502103,0.0,0.0,40.50274,-43.41336,-92.35913,-65.124344,-71.99715,83.23354,63.76285,36.628902,-76.777084,-14.951746,1.2619205,57.671326,4.5532794,6.7085357,-6.2460203,-1.7226968,-35.80855,9.87407,-5.340902,12.545091
53,-104.21507263183594,-125.8342514038086,55.45596625514699,4.899036435065523,21.701861836233807,-118.4600164549852,0.0,0.0,43.50361,-46.85615,-92.78589,-65.76039,-72.21491,81.725685,63.738132,36.06605,-67.61837,-17.725306,-3.7582917,33.374134,12.970858,3.1760805,-0.6116292,1.3124642,-36.862907,9.755067,1.381948,15.826344
54,-106.08715057373047,-130.169921875,54.03577658006635,1.3688110736748873,20.29468547002265,-117.17214305628735,0.0,0.0,50.48881,-49.512527,-97.72816,-66.20332,-70.73629,78.95279,61.6368,35.420612,-57.242294,-17.871202,-6.073753,12.05219,19.767042,0.72086567,7.480151,6.5096703,-35.213448,9.797432,8.270869,18.88186
55,-108.07701110839844,-134.79623413085938,52.06792014112939,-2.8930729659383707,17.552995724760933,-116.74408166686904,0.0,0.0,56.98512,-51.42684,-102.9163,-66.5234,-65.97798,76.93866,60.013992,34.94731,-54.695328,-17.03178,-3.7603245,8.91614,18.206375,-0.4194289,18.595572,12.257331,-32.89883,9.599491,14.370166,19.767042
56,-109.97200012207031,-139.65676879882812,50.47339977431269,-5.941477835101449,15.007869386701383,-116.12651798788252,0.0,0.0,61.59922,-53.276485,-107.831474,-66.735054,-62.106693,72.53429,57.596672,34.556984,-52.995167,-15.83554,1.4172517,8.6406765,15.110396,-0.4351656,29.758774,14.931642,-28.60621,10.602344,19.767042,19.767042
57,-111.6186294555664,-144.66505432128906,49.5429738367818,-7.531494630722841,11.588991186690032,-114.56154833713494,0.0,0.0,65.57803,-54.83112,-111.28096,-66.965546,-56.505806,65.19681,53.58415,34.137344,-49.989265,-14.79856,6.7029448,8.757032,14.270202,-0.31652266,35.64514,13.495398,-25.263395,24.191225,19.767042,19.767042
58,-112.76758575439453,-149.39576721191406,49.3029559425496,-7.490811434847179,8.77375124442541,-112.19441109767214,0.0,0.0,68.30697,-55.598278,-112.31592,-67.15289,-47.54445,54.75301,46.138355,33.798607,-46.301224,-14.24564,8.960873,9.179521,16.752249,0.31961602,36.6603,9.251739,-23.450232,45.33788,19.767042,19.767042
59,-113.13823699951172,-153.5576171875,49.574172699686294,-6.58581570276254,6.433395470627665,-110.61697502793288,0.0,0.0,69.90085,-57.397575,-112.20494,-67.3998,-35.86796,44.929394,34.269413,33.476223,-41.579514,-13.80999,11.790051,9.76992,14.542804,2.234918,38.10969,5.7988567,-19.447294,61.504143,19.767042,19.767042
60,-113.05889129638672,-157.31463623046875,50.16670817325755,-5.561428025854171,4.736924404522165,-109.23976165412435,0.0,0.0,69.90085,-57.204395,-111.907265,-67.87674,-23.351593,37.180836,19.79087,33.277428,-36.83137,-14.534174,14.147933,10.377062,10.976921,5.026718,39.135727,1.7326148,-16.063204,73.339874,19.767042,19.767042
61,-112.68821716308594,-160.77980041503906,50.83295916747236,-4.125401562670045,3.8560138462838722,-107.67601518307173,0.0,0.0,69.90085,-57.063965,-111.00332,-68.698166,-5.9171495,30.242325,1.0592121,33.30284,-32.53237,-15.426351,16.074968,11.138163,7.639843,8.114593,38.390247,-2.8649678,-11.299713,85.501236,19.767042,19.767042
62,-112.08989715576172,-164.39178466796875,51.43618217490894,-3.0412108740514725,2.910744169590674,-107.91604815712131,0.0,0.0,69.90085,-54.54376,-110.18903,-69.60645,13.819069,27.092224,-21.151386,33.327057,-27.692198,-15.933699,16.687738,11.493479,3.891267,8.99084,34.541645,-7.165395,-3.7673683,94.150604,19.767042,19.767042
63,-111.23676300048828,-167.8188018798828,51.929288677778004,-2.0431763719459295,1.9517211098961964,-107.91276355309758,0.0,0.0,69.90085,-50.32874,-109.17064,-70.611015,33.3568,27.219929,-44.33307,33.555275,-23.023977,-17.013079,15.739243,11.489801,0.5419323,9.359001,25.174923,-11.144446,5.9734664,102.21211,19.767042,19.767042
64,-110.0653076171875,-170.84336853027344,52.297386862038785,-1.823641292226606,3.2303985977521226,-108.84022221672718,0.0,0.0,69.90085,-43.944473,-105.241844,-72.437706,42.457687,30.333706,-55.41226,34.079567,-20.20488,-17.25553,14.546521,11.324398,-1.7667099,8.659556,9.568968,-12.605209,16.794558,108.702034,19.767042,19.767042
65,-108.40646362304688,-173.44625854492188,52.64364162377493,-2.013080516346583,4.658171623554599,-110.51321842171743,0.0,0.0,69.90085,-32.837883,-98.769615,-73.59111,42.88934,33.553837,-56.846977,34.366524,-22.793451,-16.535328,16.360062,17.053602,-3.896799,7.1698985,-13.854961,-12.595434,29.400145,108.01032,19.767042,19.767042
66,-106.50304412841797,-175.66683959960938,52.73043800699962,-2.45944893109847,6.04614757395076,-112.7595307705905,0.0,0.0,69.90085,-14.487121,-86.79408,-73.09219,39.36554,37.497776,-49.956627,34.381416,-30.39282,-13.305209,22.863094,26.91804,-4.7669134,6.1099725,-37.216354,-14.33009,40.394066,90.03209,14.551692,19.767042
67,-105.14856719970703,-177.95172119140625,52.674429716965825,-3.904579252214431,5.797345285385059,-116.37600353537798,0.0,0.0,47.24389,8.634388,-53.65939,-72.978134,34.22152,44.403614,-39.19473,34.206665,-38.99435,-5.657105,26.041843,40.650024,-1.7795905,1.6115831,-49.55236,-14.6721945,41.891087,52.01149,16.20836,19.767042
68,-105.74897766113281,-178.8188018798828,52.13126974527603,-4.877186294353626,6.006660921507649,-118.81196693679983,0.0,0.0,69.90085,23.176298,-72.447105,-72.711296,32.750412,49.601036,-31.83825,34.00046,-44.14684,-0.014516353,25.33323,50.228638,-5.241684,-0.11861662,-50.57745,-14.498169,37.62605,22.992077,19.767042,19.767042
69,-107.7789306640625,-179.80645751953125,51.55637673169357,-3.7797526873484055,4.215043752098307,-120.20515966450071,0.0,0.0,69.90085,33.046524,-69.316765,-73.713455,35.84476,55.13997,-29.883896,33.909725,-43.422024,3.9440892,26.436762,58.06741,-11.389112,-1.1669484,-58.783733,-7.8920937,34.70773,15.146259,19.767042,19.661966
70,-108.84829711914062,-181.22789001464844,51.71527676037084,-1.9132386011996163,2.962721383544351,-121.66748826914831,0.0,0.0,69.90085,37.301323,-66.057755,-76.10727,39.810802,61.138947,-29.618643,33.82433,-38.32506,3.1835053,27.152739,57.130856,-15.787589,-2.3347855,-68.06014,0.8509491,31.41014,17.041473,19.767042,18.045713
71,-107.74142456054688,-183.81491088867188,52.36202506394916,-0.8054695317247732,2.6069545323495835,-122.69077825671404,0.0,0.0,69.90085,41.28289,-65.541115,-78.567535,41.792225,65.70824,-27.315554,33.72985,-30.955816,-1.5550076,25.525427,49.486813,-18.096912,-3.9252155,-77.40053,10.256419,30.681232,23.978077,19.767042,17.806673
72,-106.70218658447266,-186.28781127929688,53.196968916368085,0.23824070702222766,1.0636915976804973,-122.79355239467054,0.0,0.0,69.90085,47.2178,-66.66317,-81.230446,43.39656,69.04528,-25.750141,33.610855,-21.751705,-4.8095255,26.280727,40.640415,-17.972765,-3.671347,-82.22627,16.917372,30.652514,27.512154,19.767042,18.34166
73,-105.67861938476562,-189.02830505371094,54.17989391784776,2.0412750299121916,-0.46063647607310154,-122.61946055073035,0.0,0.0,69.90085,57.540215,-72.25792,-83.5707,46.73915,72.6482,-23.24423,33.470932,-9.504076,-11.037639,24.610867,24.60578,-13.002774,-3.5725186,-86.7481,22.91831,30.002018,27.872822,19.767042,19.767042
