Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,Head_Yaw_dof,Head_Pitch_dof,Left_Shoulder_Pitch_dof,Left_Shoulder_Roll_dof,Left_Elbow_Pitch_dof,Left_Elbow_Yaw_dof,Right_Shoulder_Pitch_dof,Right_Shoulder_Roll_dof,Right_Elbow_Pitch_dof,Right_Elbow_Yaw_dof,Left_Hip_Pitch_dof,Left_Hip_Roll_dof,Left_Hip_Yaw_dof,Left_Knee_Pitch_dof,Left_Ankle_Pitch_dof,Left_Ankle_Roll_dof,Right_Hip_Pitch_dof,Right_Hip_Roll_dof,Right_Hip_Yaw_dof,Right_Knee_Pitch_dof,Right_Ankle_Pitch_dof,Right_Ankle_Roll_dof
71,107.73987579345703,-183.68026733398438,52.2889148363147,-0.698761371226989,2.490863295155704,-56.98355395011334,0.0,0.0,69.90085,-80.95244,-37.97107,-55.393177,69.90085,-82.39198,-87.93268,42.342808,-77.52266,-10.252173,-32.42522,24.368788,19.767042,-18.17324,-30.18342,3.2057884,-26.639437,47.990013,-17.453087,3.7512076
72,106.67532348632812,-186.14662170410156,53.122878843387795,-1.7951382768778554,0.8394351723976702,-56.767246341406825,0.0,0.0,69.90085,-82.19961,-34.808647,-54.188843,69.90085,-85.472374,-91.06746,44.676502,-81.946846,-17.094145,-32.509514,27.78949,19.767042,-18.739517,-20.567877,6.8469033,-27.227997,38.453403,-17.051037,3.4692204
73,105.64199829101562,-188.89356994628906,54.03730851143304,-3.655686380348525,-1.0731272227138968,-56.626960339592515,0.0,0.0,69.90085,-82.79221,-30.333569,-51.921085,69.90085,-89.55057,-97.45542,47.980564,-85.28489,-22.91831,-31.861017,27.143284,19.767042,-19.767042,-7.03593,13.652096,-25.186382,20.861187,-11.528426,3.3759906
74,104.50428771972656,-191.70022583007812,55.01125130588581,-5.613002998804972,-3.3925244984566936,-58.303387310041956,0.0,0.0,69.90085,-84.79637,-28.98338,-47.616512,69.90085,-89.95437,-102.43688,54.645058,-82.6094,-22.91831,-32.151985,16.614174,19.767042,-19.767042,1.9502087,17.11029,-23.430403,9.586418,-4.166263,4.203591
75,103.14576721191406,-194.28038024902344,55.91153285205839,-5.724280005026577,-4.286190768806094,-63.41805595330653,0.0,0.0,69.90085,-87.70741,-27.795338,-45.432182,69.90085,-89.95437,-106.640076,60.33208,-84.4544,-22.91831,-31.772825,16.149939,19.767042,-19.767042,3.264285,16.862108,-20.306622,8.931399,-2.0784028,4.9651113
76,102.01535034179688,-196.41293334960938,56.82182003672169,-5.779402264809133,-6.11810201484187,-68.26961250763901,0.0,0.0,69.90085,-86.66197,-29.28049,-42.90443,69.90085,-89.95437,-105.837234,68.19017,-81.06453,-22.91831,-34.12801,18.175318,19.767042,-19.767042,5.040342,16.403564,-18.672392,8.400195,1.519331,6.3276668
77,101.05654907226562,-198.3230743408203,57.92729618231791,-5.849043821469731,-5.99789457792741,-73.30249105663553,0.0,0.0,69.90085,-84.600426,-34.44721,-41.732994,69.90085,-89.95437,-103.45901,71.76234,-76.31534,-22.91831,-35.495377,22.821627,19.767042,-19.767042,5.951643,15.559565,-15.6813965,8.146659,6.7102857,9.468227
78,100.39869689941406,-198.66952514648438,58.794086733636206,-2.9248896904170207,-0.1939375318360652,-88.56829929756319,0.0,0.0,60.343105,-70.78991,-57.369507,-42.477123,69.90085,-71.5539,-85.727264,70.7985,-47.219345,-22.91831,-48.110165,31.98508,19.767042,-19.767042,6.5027075,12.02772,-13.607621,7.4627624,15.301991,15.558517
79,100.4191665649414,-198.6781768798828,59.24655507157195,-2.8398182792076967,-0.1652715923129607,-88.50039430032501,0.0,0.0,60.406734,-71.14223,-57.347534,-42.834007,69.90085,-71.03683,-85.3349,71.07113,-47.374386,-22.91831,-47.74302,32.19746,19.767042,-19.767042,6.4543386,11.851124,-13.450425,7.4125266,15.276728,15.514931
80,100.46914672851562,-198.68768310546875,59.46212020597564,-2.7355100876050726,-0.14301350148927433,-87.72704005456582,0.0,0.0,60.22752,-70.99553,-56.94536,-43.149723,69.90085,-69.482124,-84.45961,71.38893,-47.375813,-22.91831,-47.337387,32.29881,19.767042,-19.767042,6.2765894,11.522414,-13.537633,7.505154,14.971914,15.395626
81,100.55060577392578,-198.70140075683594,59.51695310292317,-2.580860573670982,-0.12363373667233425,-86.4374376891869,0.0,0.0,59.867466,-70.62392,-56.252453,-43.513092,69.90085,-66.560074,-82.86378,72.02476,-47.334732,-22.91831,-46.707954,32.464752,19.767042,-19.767042,6.0480323,11.015611,-13.681534,7.5862575,14.494653,15.194081
82,100.6622543334961,-198.7123565673828,59.4938593708705,-2.35475485690683,-0.11906865782572496,-84.64405994192903,0.0,0.0,59.290977,-69.99551,-55.226875,-43.85313,69.90085,-61.64977,-80.20934,73.25613,-47.209816,-22.91831,-45.872395,32.646248,19.767042,-19.767042,5.758888,10.302698,-13.887644,7.7111177,13.827232,14.922308
83,100.80134582519531,-198.71258544921875,59.425234939841516,-2.051901485598238,-0.16507214018272584,-82.36180208850026,0.0,0.0,58.510006,-69.111275,-53.845303,-44.1495,69.90085,-53.87822,-76.00752,75.559906,-46.929623,-22.91831,-44.8612,32.805004,19.767042,-19.767042,5.4669824,9.387437,-14.154675,7.868181,12.979719,14.590337
84,100.9490966796875,-198.65760803222656,59.37207361793909,-1.7046818259594478,-0.20084473209071727,-79.82759674121557,0.0,0.0,57.49215,-68.136505,-52.266098,-44.366905,69.90085,-44.099876,-70.73117,78.70234,-46.719036,-22.91831,-43.506523,33.23395,19.767042,-19.767042,5.082202,8.327317,-14.296773,7.9543815,12.12361,14.155473
85,101.09788513183594,-198.56884765625,59.26432222953137,-1.660406937542282,-0.3129106034991176,-77.24204606846608,0.0,0.0,56.51899,-67.12824,-50.906864,-44.564423,69.90085,-31.78537,-64.16232,83.35273,-46.759346,-22.91831,-41.919804,34.55249,19.767042,-19.767042,4.7207537,7.562696,-14.136572,7.9882984,11.231233,13.5366
86,101.24952697753906,-198.427978515625,59.11757229689199,-1.6543323705405018,-0.692211182044019,-74.30751298137172,0.0,0.0,55.740894,-66.0252,-49.39973,-44.89405,69.90085,-10.323867,-52.582947,95.93182,-46.37984,-22.91831,-40.38513,35.902035,19.767042,-19.767042,4.526869,6.7591095,-13.986794,8.1790695,10.147154,12.865115
87,101.39232635498047,-198.23699951171875,58.79532393676385,-1.561349770028899,-0.5410568866905877,-71.43582734479152,0.0,0.0,54.23964,-65.00663,-47.744293,-45.031673,64.89442,7.4523053,-39.138126,102.366394,-46.434322,-22.520868,-38.586975,36.910297,19.767042,-19.767042,3.3425314,5.729869,-13.522854,8.92317,8.889956,12.128506
88,101.44712829589844,-198.02838134765625,58.58191220656672,-2.061356312228277,-0.050397055601542735,-68.59333983638807,0.0,0.0,52.615997,-63.804955,-46.484417,-45.27422,-2.561081,28.96141,26.70978,100.45423,-44.192074,-18.541233,-37.32884,33.369003,19.767042,-19.767042,2.039706,5.603533,-12.820158,8.952155,7.9921412,11.078122
89,101.51055908203125,-197.87620544433594,58.34077651868438,-1.8553707558756505,0.4060755273804319,-65.46034882338566,0.0,0.0,50.53165,-62.82368,-44.287685,-45.454113,4.2853584,30.451761,19.643156,97.55917,-41.45854,-15.1445675,-34.359913,29.332054,19.767042,-17.607094,0.89185137,4.6412916,-12.162457,9.026391,6.893048,10.192809
90,101.546142578125,-197.72561645507812,58.075213389210575,-1.618196338618052,0.8905612731867854,-62.25880488657711,0.0,0.0,48.282364,-61.876232,-41.923157,-45.5712,10.830855,32.371876,12.688956,94.757744,-38.092144,-11.818707,-31.330322,24.71448,19.767042,-15.50489,-0.2557745,3.705287,-11.416344,9.077094,5.7549243,9.276517
91,101.55518341064453,-197.58726501464844,57.79668002984394,-1.3643969305487453,1.386909887568446,-59.04544193976093,0.0,0.0,45.917114,-60.994022,-39.44094,-45.627655,16.521084,34.724792,6.3682027,91.895195,-34.047237,-8.641694,-28.251238,19.470682,19.767042,-13.518295,-1.3657993,2.83227,-10.58208,9.096774,4.590635,8.3380995
92,101.54351043701172,-197.4701690673828,57.50752913073724,-1.1001791804846752,1.8784785027352253,-55.87357108493434,0.0,0.0,43.486973,-60.203907,-36.88823,-45.627384,21.176113,37.38233,0.85081935,88.93038,-29.330057,-5.722928,-25.107962,13.61743,19.767042,-11.654585,-2.3913054,2.0423946,-9.666116,9.062917,3.4199278,7.3920727
93,101.52496337890625,-197.39781188964844,57.198099629524975,-0.8878112936527331,2.3088641445271607,-52.85054152982308,0.0,0.0,41.137424,-59.527657,-34.408566,-45.57819,24.768183,40.20168,-3.763085,85.86536,-24.922848,-3.5005434,-21.816315,9.141165,18.68106,-9.907235,-3.2637894,1.4229681,-8.631171,9.009979,2.2201476,6.4335713
94,101.5133285522461,-197.3711700439453,56.868710167033036,-0.7586258686782018,2.6541208399726917,-50.03755701667786,0.0,0.0,38.961216,-58.96054,-32.092594,-45.489967,27.398487,43.027866,-7.5255866,82.7138,-22.553288,-2.4304805,-18.414707,9.111248,14.992937,-8.260563,-3.9780953,1.0054433,-7.485143,8.986713,0.98580796,5.4737554
95,101.50282287597656,-197.3538360595703,56.55011719993736,-0.6417132717792214,2.9779520361618497,-47.37779521153915,0.0,0.0,36.866707,-58.482773,-29.85579,-45.36943,29.237246,45.711044,-10.68592,79.486916,-20.164154,-1.5625111,-15.205701,9.085255,11.434469,-6.755355,-4.616044,0.67844445,-6.3403425,8.964067,-0.20848863,4.5581493
96,101.49413299560547,-197.3434600830078,56.248246798664155,-0.5403266086066848,3.2777904834794898,-44.903219900372804,0.0,0.0,34.887848,-58.087776,-27.737186,-45.223125,30.370783,48.144657,-13.306874,76.19504,-17.821417,-0.8904963,-12.230783,9.059725,8.070728,-5.394958,-5.176397,0.4372876,-5.226086,8.942342,-1.3412596,3.6991615
97,101.48722076416016,-197.33779907226562,55.96884560155147,-0.45626429124164125,3.5514610819394563,-42.6430299506583,0.0,0.0,33.053978,-57.76642,-25.771524,-45.05737,30.865303,50.241814,-15.425489,72.84602,-15.591899,-0.39795622,-9.5281,9.033856,4.9618125,-4.1823807,-5.662245,0.2729691,-4.1710725,8.924227,-2.392411,2.9084883
98,101.48173522949219,-197.3350067138672,55.71809857274812,-0.38995756086350003,3.7966639215969686,-40.62385870813716,0.0,0.0,31.390884,-57.50819,-23.99003,-44.878155,30.765028,51.935776,-17.052397,69.44578,-13.537195,-0.059960425,-7.1307073,9.007032,2.1617577,-3.1205668,-6.075035,0.17361927,-3.2019696,8.908325,-3.3423908,2.1971955
99,101.47714233398438,-197.333740234375,55.50319093683344,-0.34044180605924035,4.010686842776772,-38.87005990828365,0.0,0.0,29.920666,-57.30281,-22.419912,-44.691082,30.0919,53.180317,-18.17317,65.99854,-11.711705,0.15330026,-5.0656433,8.980476,-0.2831397,-2.2126963,-6.417293,0.1250627,-2.3423598,8.89425,-4.17432,1.5756147
100,101.47310638427734,-197.33311462402344,55.33082330433216,-0.305924925494282,4.190427768348925,-37.403392244271835,0.0,0.0,28.662516,-57.140934,-21.084684,-44.50129,28.845694,53.95137,-18.750011,62.50725,-10.161254,0.2739035,-3.3535323,8.956965,-2.3346243,-1.4626106,-6.6932216,0.1125664,-1.6121564,8.883561,-4.8738313,1.052937
101,101.46942138671875,-197.33261108398438,55.20297594501086,-0.28376036749029165,4.332413240128364,-36.242775101288835,0.0,0.0,27.6331,-57.014576,-20.004622,-44.31351,27.003641,54.24931,-18.723623,58.97392,-8.919353,0.33233714,-2.008923,8.935904,-3.9608705,-0.87416124,-6.9036884,0.121679,-1.0272281,8.875097,-5.429287,0.63717175
102,101.4661636352539,-197.3319549560547,55.11577207612902,-0.27108127815478816,4.433310314067613,-35.40380310849736,0.0,0.0,26.84622,-56.917522,-19.195948,-44.132023,24.520103,54.102493,-18.015013,55.39974,-8.0117035,0.35444427,-1.0412965,8.919543,-5.139029,-0.45072597,-7.050447,0.13922079,-0.5994994,8.868892,-5.8314915,0.33520183
103,101.46349334716797,-197.33099365234375,55.064630924895354,-0.26539946535046627,4.490248402852709,-34.89812427048239,0.0,0.0,26.313347,-56.84498,-18.671555,-43.96072,21.32743,53.572594,-16.527878,51.785553,-7.4556823,0.36031622,-0.4563374,8.909124,-5.8523555,-0.1954254,-7.1337132,0.15506983,-0.33719954,8.8646965,-6.07449,0.15189518
104,101.46151733398438,-197.32969665527344,55.04831360403492,-0.2647984637025155,4.501338246680129,-34.73303251405943,0.0,0.0,26.042683,-56.7938,-18.439857,-43.803043,17.34339,52.76164,-14.155964,48.134415,-7.260825,0.36216697,-0.25690433,8.905738,-6.091728,-0.11012957,-7.1550965,0.16246268,-0.24511306,8.863571,-6.154398,0.090347536
105,101.45990753173828,-197.3282470703125,55.04920225311595,-0.2661868226925033,4.4890630743451325,-34.73933810137634,0.0,0.0,25.912245,-56.75483,-18.360313,-43.660286,12.893871,51.946873,-11.255894,44.468304,-7.2480025,0.36390105,-0.25071844,8.906049,-6.0925775,-0.11017308,-7.1450076,0.16420431,-0.23893772,8.863714,-6.1523666,0.09027355
106,101.45829010009766,-197.3268585205078,55.04955476835303,-0.2671802090079053,4.476987832308702,-34.74540572613601,0.0,0.0,25.795584,-56.72022,-18.288681,-43.53156,8.491112,51.332317,-8.346922,40.899044,-7.2352753,0.3652963,-0.24473682,8.905908,-6.0930796,-0.11028167,-7.134695,0.1655069,-0.23295239,8.86326,-6.1501603,0.09023746
107,101.45681762695312,-197.32569885253906,55.04974970964328,-0.267771313892808,4.46619890751219,-34.750693839046036,0.0,0.0,25.690243,-56.689342,-18.223785,-43.415714,4.5710063,50.941063,-5.7319803,37.755917,-7.2238555,0.36620164,-0.23947226,8.906096,-6.09389,-0.110337034,-7.125448,0.1664386,-0.22770019,8.863038,-6.1484065,0.09013765
108,101.45574951171875,-197.32489013671875,55.04986074363161,-0.26804407588484164,4.4583303509989305,-34.75444595246632,0.0,0.0,25.593376,-56.661495,-18.164412,-43.311745,1.7747539,50.75021,-3.855848,35.527416,-7.215442,0.3667397,-0.23571993,8.906024,-6.094356,-0.110417075,-7.1187015,0.16696993,-0.22395626,8.863036,-6.147288,0.09005135
109,101.45516204833984,-197.324462890625,55.04991877606453,-0.2681609491397517,4.453984378278768,-34.75642811230547,0.0,0.0,25.50347,-56.63614,-18.109919,-43.218746,0.29703036,50.67888,-2.8613942,34.352715,-7.2109213,0.3669923,-0.23373647,8.906097,-6.0946016,-0.110455215,-7.1152945,0.16718766,-0.22196989,8.863507,-6.146822,0.09003986
110,101.45490264892578,-197.3242950439453,55.04994101385995,-0.26815962619081174,4.452042308780193,-34.757188041660605,0.0,0.0,25.420929,-56.61321,-18.060297,-43.13582,-0.31037444,50.65545,-2.4520624,33.870213,-7.208975,0.36701724,-0.23296925,8.906144,-6.094652,-0.11044387,-7.113656,0.16725774,-0.22121122,8.863453,-6.146469,0.09000407
111,101.45479583740234,-197.32421875,55.04995356483872,-0.26813049532039773,4.451229172970614,-34.75741578814353,0.0,0.0,25.346388,-56.592693,-18.015682,-43.062057,-0.5278389,50.647873,-2.3054051,33.6974,-7.2082295,0.3670149,-0.23273252,8.906339,-6.0947785,-0.11045853,-7.112595,0.16727926,-0.22097509,8.863091,-6.1463494,0.08996534
112,101.4547348022461,-197.32418823242188,55.04994357631541,-0.268089140072894,4.450849448789511,-34.75743856498115,0.0,0.0,25.279772,-56.57445,-17.97586,-42.996582,-0.6013317,50.645386,-2.2558026,33.638905,-7.2076335,0.36697954,-0.23269974,8.905816,-6.094471,-0.110462464,-7.112429,0.16720547,-0.22094235,8.863306,-6.1463556,0.08999905
113,101.45469665527344,-197.3241729736328,55.04995799431445,-0.26805742403362776,4.450626607181957,-34.75740133144362,0.0,0.0,25.220592,-56.55829,-17.940523,-42.93856,-0.6255914,50.64455,-2.239397,33.6195,-7.2076035,0.36695334,-0.2327387,8.906153,-6.094615,-0.11047043,-7.112135,0.16715707,-0.22096953,8.863239,-6.146361,0.09001491
114,101.4546890258789,-197.3241729736328,55.0499592809569,-0.26804805632768713,4.450515787149464,-34.757372572680964,0.0,0.0,25.187475,-56.54926,-17.920732,-42.906116,-0.63143444,50.64435,-2.2354171,33.614777,-7.2071657,0.36693656,-0.2327615,8.9055805,-6.094369,-0.11046283,-7.112076,0.16715458,-0.221,8.863325,-6.146394,0.09000642
115,101.45467376708984,-197.32415771484375,55.049946642250646,-0.2680186752891861,4.450448313166084,-34.757343137815916,0.0,0.0,25.16041,-56.541904,-17.904562,-42.879646,-0.6340857,50.644238,-2.233626,33.612606,-7.2072825,0.36689475,-0.23278672,8.90581,-6.0944147,-0.11045231,-7.1118946,0.1670893,-0.22102551,8.863004,-6.1461873,0.09004143
116,101.45467376708984,-197.32415771484375,55.049948860129476,-0.2680186752891861,4.450448313166084,-34.757343137815916,0.0,0.0,25.16041,-56.541904,-17.904562,-42.879646,-0.6340857,50.644238,-2.233626,33.612606,-7.2072825,0.36689475,-0.23278672,8.90581,-6.0944147,-0.11045231,-7.1118946,0.1670893,-0.22102551,8.863004,-6.1461873,0.09004143
117,101.45467376708984,-197.32415771484375,55.049949938415644,-0.2680186752891861,4.450448313166084,-34.757343137815916,0.0,0.0,25.16041,-56.541904,-17.904562,-42.879646,-0.6340857,50.644238,-2.233626,33.612606,-7.2072825,0.36689475,-0.23278672,8.90581,-6.0944147,-0.11045231,-7.1118946,0.1670893,-0.22102551,8.863004,-6.1461873,0.09004143
118,101.45467376708984,-197.32415771484375,55.04995026474444,-0.2680186752891861,4.450448313166084,-34.757343137815916,0.0,0.0,25.16041,-56.541904,-17.904562,-42.879646,-0.6340857,50.644238,-2.233626,33.612606,-7.2072825,0.36689475,-0.23278672,8.90581,-6.0944147,-0.11045231,-7.1118946,0.1670893,-0.22102551,8.863004,-6.1461873,0.09004143
